id,map,category,type,name,worldX,worldY,worldZ,mapX,mapY,levelMin,levelMax,palId,subtype,biome,sourceId,sourceIndex
"palpagos-effigy-61-7327--148581","palpagos","effigies","effigy","Lifmunk Effigy","7327.3","-148580.8","","-668","286","","","carbunclo","carbunclo","","","60"
"palpagos-effigy-62--2613--128534","palpagos","effigies","effigy","Lifmunk Effigy","-2613.3","-128534.2","","-624","264","","","carbunclo","carbunclo","","","61"
"palpagos-effigy-63--31002--28150","palpagos","effigies","effigy","Lifmunk Effigy","-31001.7","-28149.6","","-406","202","","","carbunclo","carbunclo","","","62"
"palpagos-effigy-64--39432--146954","palpagos","effigies","effigy","Lifmunk Effigy","-39432.5","-146954.4","","-664","184","","","carbunclo","carbunclo","","","63"
"palpagos-effigy-65--54259--103562","palpagos","effigies","effigy","Lifmunk Effigy","-54258.7","-103561.6","","-570","152","","","carbunclo","carbunclo","","","64"
"palpagos-effigy-66--46171--145089","palpagos","effigies","effigy","Lifmunk Effigy","-46171.2","-145089.4","","-660","169","","","carbunclo","carbunclo","","","65"
"palpagos-effigy-67--36636--154497","palpagos","effigies","effigy","Lifmunk Effigy","-36635.7","-154496.9","","-681","190","","","carbunclo","carbunclo","","","66"
"palpagos-effigy-68--26300--88940","palpagos","effigies","effigy","Lifmunk Effigy","-26300.4","-88939.8","","-538","213","","","carbunclo","carbunclo","","","67"
"palpagos-effigy-69--15719--123832","palpagos","effigies","effigy","Lifmunk Effigy","-15718.6","-123831.9","","-614","236","","","carbunclo","carbunclo","","","68"
"palpagos-effigy-70-24000--90318","palpagos","effigies","effigy","Lifmunk Effigy","24000","-90318.1","","-541","322","","","carbunclo","carbunclo","","","69"
"palpagos-effigy-71--29613--62733","palpagos","effigies","effigy","Lifmunk Effigy","-29613","-62733.2","","-481","205","","","carbunclo","carbunclo","","","70"
"palpagos-effigy-72--2174--99294","palpagos","effigies","effigy","Lifmunk Effigy","-2174.1","-99294.2","","-561","265","","","carbunclo","carbunclo","","","71"
"palpagos-effigy-73--57184--174532","palpagos","effigies","effigy","Lifmunk Effigy","-57183.7","-174532.4","","-724","145","","","carbunclo","carbunclo","","","72"
"palpagos-effigy-74--31603--174972","palpagos","effigies","effigy","Lifmunk Effigy","-31603","-174971.9","","-725","201","","","carbunclo","carbunclo","","","73"
"palpagos-effigy-75--379832-269567","palpagos","effigies","effigy","Lifmunk Effigy","-379832.3","269566.9","","243","-558","","","carbunclo","carbunclo","","","74"
"palpagos-effigy-76--279662-165161","palpagos","effigies","effigy","Lifmunk Effigy","-279662.2","165161","","16","-339","","","carbunclo","carbunclo","","","75"
"palpagos-effigy-77--284319-235441","palpagos","effigies","effigy","Lifmunk Effigy","-284318.7","235440.8","","169","-350","","","carbunclo","carbunclo","","","76"
"palpagos-effigy-78--339168-184004","palpagos","effigies","effigy","Lifmunk Effigy","-339168.3","184004.1","","57","-469","","","carbunclo","carbunclo","","","77"
"palpagos-effigy-79--122963-241359","palpagos","effigies","effigy","Lifmunk Effigy","-122963.3","241358.7","","182","2","","","carbunclo","carbunclo","","","78"
"palpagos-effigy-80--123372-254804","palpagos","effigies","effigy","Lifmunk Effigy","-123372.1","254804.3","","211","1","","","carbunclo","carbunclo","","","79"
"palpagos-effigy-81--167820-244594","palpagos","effigies","effigy","Lifmunk Effigy","-167820.2","244594.1","","189","-96","","","carbunclo","carbunclo","","","80"
"palpagos-effigy-82--125688-265536","palpagos","effigies","effigy","Lifmunk Effigy","-125688","265536","","234","-4","","","carbunclo","carbunclo","","","81"
"palpagos-effigy-83--212417-115026","palpagos","effigies","effigy","Lifmunk Effigy","-212417.4","115026.1","","-94","-193","","","carbunclo","carbunclo","","","82"
"palpagos-effigy-84--368062--134743","palpagos","effigies","effigy","Lifmunk Effigy","-368061.8","-134743","","-638","-532","","","carbunclo","carbunclo","","","83"
"palpagos-effigy-85--253481-127131","palpagos","effigies","effigy","Lifmunk Effigy","-253481","127130.9","","-67","-282","","","carbunclo","carbunclo","","","84"
"palpagos-effigy-86--262533-137185","palpagos","effigies","effigy","Lifmunk Effigy","-262533.4","137185","","-45","-302","","","carbunclo","carbunclo","","","85"
"palpagos-effigy-87--251718-103840","palpagos","effigies","effigy","Lifmunk Effigy","-251718.1","103839.8","","-118","-278","","","carbunclo","carbunclo","","","86"
"palpagos-effigy-88--219204-131608","palpagos","effigies","effigy","Lifmunk Effigy","-219204.4","131608","","-57","-208","","","carbunclo","carbunclo","","","87"
"palpagos-effigy-89--174405-171383","palpagos","effigies","effigy","Lifmunk Effigy","-174405.4","171382.9","","29","-110","","","carbunclo","carbunclo","","","88"
"palpagos-effigy-90--176707-165453","palpagos","effigies","effigy","Lifmunk Effigy","-176707.2","165453.4","","16","-115","","","carbunclo","carbunclo","","","89"
"palpagos-effigy-91--244672-114650","palpagos","effigies","effigy","Lifmunk Effigy","-244672.3","114650.3","","-94","-263","","","carbunclo","carbunclo","","","90"
"palpagos-effigy-92--346039-280366","palpagos","effigies","effigy","Lifmunk Effigy","-346038.7","280366.4","","267","-484","","","carbunclo","carbunclo","","","91"
"palpagos-effigy-93--335200-155334","palpagos","effigies","effigy","Lifmunk Effigy","-335199.7","155333.5","","-6","-460","","","carbunclo","carbunclo","","","92"
"palpagos-effigy-94--323222-92608","palpagos","effigies","effigy","Lifmunk Effigy","-323221.7","92608.1","","-142","-434","","","carbunclo","carbunclo","","","93"
"palpagos-effigy-95--267272-5157","palpagos","effigies","effigy","Lifmunk Effigy","-267271.6","5157.4","","-333","-312","","","carbunclo","carbunclo","","","94"
"palpagos-effigy-96--301715-89024","palpagos","effigies","effigy","Lifmunk Effigy","-301715.5","89024.1","","-150","-387","","","carbunclo","carbunclo","","","95"
"palpagos-effigy-97--270319-66095","palpagos","effigies","effigy","Lifmunk Effigy","-270319.3","66094.7","","-200","-319","","","carbunclo","carbunclo","","","96"
"palpagos-effigy-98--312657-63055","palpagos","effigies","effigy","Lifmunk Effigy","-312657.4","63055.1","","-207","-411","","","carbunclo","carbunclo","","","97"
"palpagos-effigy-99--311348-30955","palpagos","effigies","effigy","Lifmunk Effigy","-311347.9","30955.1","","-277","-408","","","carbunclo","carbunclo","","","98"
"palpagos-effigy-100--397320-235533","palpagos","effigies","effigy","Lifmunk Effigy","-397320.1","235532.6","","169","-596","","","carbunclo","carbunclo","","","99"
"palpagos-effigy-101--230035-282109","palpagos","effigies","effigy","Lifmunk Effigy","-230035.3","282109","","270","-231","","","carbunclo","carbunclo","","","100"
"palpagos-effigy-102--168086-251818","palpagos","effigies","effigy","Lifmunk Effigy","-168085.8","251818.3","","204","-96","","","carbunclo","carbunclo","","","101"
"palpagos-effigy-103--134416-298847","palpagos","effigies","effigy","Lifmunk Effigy","-134415.7","298847.3","","307","-23","","","carbunclo","carbunclo","","","102"
"palpagos-effigy-104--141739-253602","palpagos","effigies","effigy","Lifmunk Effigy","-141739.1","253601.6","","208","-39","","","carbunclo","carbunclo","","","103"
"palpagos-effigy-105--43290-222904","palpagos","effigies","effigy","Lifmunk Effigy","-43289.7","222904.3","","141","176","","","carbunclo","carbunclo","","","104"
"palpagos-effigy-106--116368-236065","palpagos","effigies","effigy","Lifmunk Effigy","-116367.9","236065.1","","170","16","","","carbunclo","carbunclo","","","105"
"palpagos-effigy-107--117922-234328","palpagos","effigies","effigy","Lifmunk Effigy","-117922.2","234327.5","","166","13","","","carbunclo","carbunclo","","","106"
"palpagos-effigy-108--345872-143003","palpagos","effigies","effigy","Lifmunk Effigy","-345872.2","143002.5","","-33","-484","","","carbunclo","carbunclo","","","107"
"palpagos-effigy-109--229411-74031","palpagos","effigies","effigy","Lifmunk Effigy","-229410.6","74031.4","","-183","-230","","","carbunclo","carbunclo","","","108"
"palpagos-effigy-110--251193-51458","palpagos","effigies","effigy","Lifmunk Effigy","-251193.5","51458.1","","-232","-277","","","carbunclo","carbunclo","","","109"
"palpagos-effigy-111--170707-50483","palpagos","effigies","effigy","Lifmunk Effigy","-170707","50483","","-234","-102","","","carbunclo","carbunclo","","","110"
"palpagos-effigy-112--398955--88981","palpagos","effigies","effigy","Lifmunk Effigy","-398954.7","-88981.4","","-538","-599","","","carbunclo","carbunclo","","","111"
"palpagos-effigy-113--266489-53997","palpagos","effigies","effigy","Lifmunk Effigy","-266489.4","53997.2","","-227","-311","","","carbunclo","carbunclo","","","112"
"palpagos-effigy-114--211443--11077","palpagos","effigies","effigy","Lifmunk Effigy","-211442.9","-11077.1","","-368","-191","","","carbunclo","carbunclo","","","113"
"palpagos-effigy-115--330213--78304","palpagos","effigies","effigy","Lifmunk Effigy","-330213.2","-78304.2","","-515","-450","","","carbunclo","carbunclo","","","114"
"palpagos-effigy-116--221216--185877","palpagos","effigies","effigy","Lifmunk Effigy","-221216.3","-185877.4","","-749","-212","","","carbunclo","carbunclo","","","115"
"palpagos-effigy-117--257769--204290","palpagos","effigies","effigy","Lifmunk Effigy","-257769","-204290.3","","-789","-292","","","carbunclo","carbunclo","","","116"
"palpagos-effigy-118--472013--81182","palpagos","effigies","effigy","Lifmunk Effigy","-472013.2","-81182.3","","-521","-758","","","carbunclo","carbunclo","","","117"
"palpagos-effigy-119--464656--55121","palpagos","effigies","effigy","Lifmunk Effigy","-464655.7","-55120.9","","-464","-742","","","carbunclo","carbunclo","","","118"
"palpagos-effigy-120--441338--35181","palpagos","effigies","effigy","Lifmunk Effigy","-441338.4","-35181.3","","-421","-692","","","carbunclo","carbunclo","","","119"
"palpagos-effigy-121--247190--123170","palpagos","effigies","effigy","Lifmunk Effigy","-247190","-123170","","-613","-269","","","carbunclo","carbunclo","","","120"
"palpagos-effigy-122-28541-78688","palpagos","effigies","effigy","Lifmunk Effigy","28540.9","78688.4","","-173","332","","","carbunclo","carbunclo","","","121"
"palpagos-effigy-123-103584--39480","palpagos","effigies","effigy","Lifmunk Effigy","103584.4","-39480.2","","-430","496","","","carbunclo","carbunclo","","","122"
"palpagos-effigy-124-149874-79633","palpagos","effigies","effigy","Lifmunk Effigy","149874.3","79632.5","","-171","596","","","carbunclo","carbunclo","","","123"
"palpagos-effigy-125-201323-300351","palpagos","effigies","effigy","Lifmunk Effigy","201322.7","300351.3","","310","709","","","carbunclo","carbunclo","","","124"
"palpagos-effigy-126-161910-380520","palpagos","effigies","effigy","Lifmunk Effigy","161910","380520","","485","623","","","carbunclo","carbunclo","","","125"
"palpagos-effigy-127-75320-464887","palpagos","effigies","effigy","Lifmunk Effigy","75319.8","464887.2","","669","434","","","carbunclo","carbunclo","","","126"
"palpagos-effigy-128--53225-390774","palpagos","effigies","effigy","Lifmunk Effigy","-53225.4","390773.5","","507","154","","","carbunclo","carbunclo","","","127"
"palpagos-effigy-129-5975-362868","palpagos","effigies","effigy","Lifmunk Effigy","5974.9","362868.4","","446","283","","","carbunclo","carbunclo","","","128"
"palpagos-effigy-130-20805-296331","palpagos","effigies","effigy","Lifmunk Effigy","20805.3","296330.5","","301","315","","","carbunclo","carbunclo","","","129"
"palpagos-effigy-131--117950-375410","palpagos","effigies","effigy","Lifmunk Effigy","-117949.9","375409.8","","474","13","","","carbunclo","carbunclo","","","130"
"palpagos-effigy-132--272317-326450","palpagos","effigies","effigy","Lifmunk Effigy","-272316.8","326450.2","","367","-323","","","carbunclo","carbunclo","","","131"
"palpagos-effigy-133--337495-229740","palpagos","effigies","effigy","Lifmunk Effigy","-337495","229740","","156","-465","","","carbunclo","carbunclo","","","132"
"palpagos-effigy-134--288426-141552","palpagos","effigies","effigy","Lifmunk Effigy","-288426.2","141552.4","","-36","-358","","","carbunclo","carbunclo","","","133"
"palpagos-effigy-135--294815-212862","palpagos","effigies","effigy","Lifmunk Effigy","-294814.9","212861.9","","120","-372","","","carbunclo","carbunclo","","","134"
"palpagos-effigy-136--316086-169212","palpagos","effigies","effigy","Lifmunk Effigy","-316086.1","169211.5","","24","-419","","","carbunclo","carbunclo","","","135"
"palpagos-effigy-137--361761-181722","palpagos","effigies","effigy","Lifmunk Effigy","-361760.6","181721.6","","52","-518","","","carbunclo","carbunclo","","","136"
"palpagos-effigy-138--313237-215706","palpagos","effigies","effigy","Lifmunk Effigy","-313237.4","215705.8","","126","-413","","","carbunclo","carbunclo","","","137"
"palpagos-effigy-139--311675-188521","palpagos","effigies","effigy","Lifmunk Effigy","-311675","188520.7","","66","-409","","","carbunclo","carbunclo","","","138"
"palpagos-effigy-140--308237-151805","palpagos","effigies","effigy","Lifmunk Effigy","-308236.6","151805.2","","-13","-402","","","carbunclo","carbunclo","","","139"
"palpagos-effigy-141--118280-127920","palpagos","effigies","effigy","Rooby Effigy","-118280","127920","","-66","12","","","flamebambi","flamebambi","","","140"
"palpagos-effigy-142--104410-148540","palpagos","effigies","effigy","Rooby Effigy","-104410","148540","","-21","42","","","flamebambi","flamebambi","","","141"
"palpagos-effigy-143--110010-134360","palpagos","effigies","effigy","Rooby Effigy","-110010","134360","","-52","30","","","flamebambi","flamebambi","","","142"
"palpagos-effigy-144--93370-116180","palpagos","effigies","effigy","Rooby Effigy","-93370","116180","","-91","66","","","flamebambi","flamebambi","","","143"
"palpagos-effigy-145--76050-101920","palpagos","effigies","effigy","Rooby Effigy","-76050","101920","","-122","104","","","flamebambi","flamebambi","","","144"
"palpagos-effigy-146--67410-112370","palpagos","effigies","effigy","Rooby Effigy","-67410","112370","","-99","123","","","flamebambi","flamebambi","","","145"
"palpagos-effigy-147--72050-126140","palpagos","effigies","effigy","Rooby Effigy","-72050","126140","","-69","113","","","flamebambi","flamebambi","","","146"
"palpagos-effigy-148--78240-163260","palpagos","effigies","effigy","Rooby Effigy","-78240","163260","","11","99","","","flamebambi","flamebambi","","","147"
"palpagos-effigy-149--29460-169950","palpagos","effigies","effigy","Rooby Effigy","-29460","169950","","26","206","","","flamebambi","flamebambi","","","148"
"palpagos-effigy-150--39520-116950","palpagos","effigies","effigy","Rooby Effigy","-39520","116950","","-89","184","","","flamebambi","flamebambi","","","149"
"palpagos-effigy-151-9380-123290","palpagos","effigies","effigy","Rooby Effigy","9380","123290","","-76","290","","","flamebambi","flamebambi","","","150"
"palpagos-effigy-152-25150-111360","palpagos","effigies","effigy","Rooby Effigy","25150","111360","","-102","325","","","flamebambi","flamebambi","","","151"
"palpagos-effigy-153-23170-93760","palpagos","effigies","effigy","Rooby Effigy","23170","93760","","-140","320","","","flamebambi","flamebambi","","","152"
"palpagos-effigy-154--18370-35380","palpagos","effigies","effigy","Rooby Effigy","-18370","35380","","-267","230","","","flamebambi","flamebambi","","","153"
"palpagos-effigy-155-12640--11770","palpagos","effigies","effigy","Rooby Effigy","12640","-11770","","-370","297","","","flamebambi","flamebambi","","","154"
"palpagos-effigy-156-97050--35980","palpagos","effigies","effigy","Rooby Effigy","97050","-35980","","-423","481","","","flamebambi","flamebambi","","","155"
"palpagos-effigy-157-114620--21710","palpagos","effigies","effigy","Rooby Effigy","114620","-21710","","-392","520","","","flamebambi","flamebambi","","","156"
"palpagos-effigy-158-154130-9300","palpagos","effigies","effigy","Rooby Effigy","154130","9300","","-324","606","","","flamebambi","flamebambi","","","157"
"palpagos-effigy-159-125450-43700","palpagos","effigies","effigy","Rooby Effigy","125450","43700","","-249","543","","","flamebambi","flamebambi","","","158"
"palpagos-effigy-160-156890-46140","palpagos","effigies","effigy","Rooby Effigy","156890","46140","","-244","612","","","flamebambi","flamebambi","","","159"
"palpagos-effigy-161-131050-63690","palpagos","effigies","effigy","Rooby Effigy","131050","63690","","-205","555","","","flamebambi","flamebambi","","","160"
"palpagos-effigy-162-138070-98190","palpagos","effigies","effigy","Rooby Effigy","138070","98190","","-130","571","","","flamebambi","flamebambi","","","161"
"palpagos-effigy-163-86670-77140","palpagos","effigies","effigy","Rooby Effigy","86670","77140","","-176","459","","","flamebambi","flamebambi","","","162"
"palpagos-effigy-164-78140-222490","palpagos","effigies","effigy","Rooby Effigy","78140","222490","","141","440","","","flamebambi","flamebambi","","","163"
"palpagos-effigy-165-44170-199960","palpagos","effigies","effigy","Rooby Effigy","44170","199960","","91","366","","","flamebambi","flamebambi","","","164"
"palpagos-effigy-166-3650-179700","palpagos","effigies","effigy","Rooby Effigy","3650","179700","","47","278","","","flamebambi","flamebambi","","","165"
"palpagos-effigy-167-21310-104160","palpagos","effigies","effigy","Rooby Effigy","21310","104160","","-117","316","","","flamebambi","flamebambi","","","166"
"palpagos-effigy-168--9580-66220","palpagos","effigies","effigy","Rooby Effigy","-9580","66220","","-200","249","","","flamebambi","flamebambi","","","167"
"palpagos-effigy-169-52970-44790","palpagos","effigies","effigy","Rooby Effigy","52970","44790","","-247","385","","","flamebambi","flamebambi","","","168"
"palpagos-effigy-170-89730-68030","palpagos","effigies","effigy","Rooby Effigy","89730","68030","","-196","465","","","flamebambi","flamebambi","","","169"
"palpagos-effigy-171--761030--357740","palpagos","effigies","effigy","Yakumo Effigy","-761030","-357740","","-1124","-1388","","","guardiandog","guardiandog","","","170"
"palpagos-effigy-172--793671-28823","palpagos","effigies","effigy","Yakumo Effigy","-793670.6","28823.3","","-281","-1459","","","guardiandog","guardiandog","","","171"
"palpagos-effigy-173-177760-280970","palpagos","effigies","effigy","Munchill Effigy","177760","280970","","268","657","","","icecrocodile","icecrocodile","","","172"
"palpagos-effigy-174-153970-285020","palpagos","effigies","effigy","Munchill Effigy","153970","285020","","277","605","","","icecrocodile","icecrocodile","","","173"
"palpagos-effigy-175--68040--256420","palpagos","effigies","effigy","Munchill Effigy","-68040","-256420","","-903","122","","","icecrocodile","icecrocodile","","","174"
"palpagos-effigy-176-105640-290440","palpagos","effigies","effigy","Munchill Effigy","105640","290440","","289","500","","","icecrocodile","icecrocodile","","","175"
"palpagos-effigy-177-82390-283820","palpagos","effigies","effigy","Munchill Effigy","82390","283820","","274","449","","","icecrocodile","icecrocodile","","","176"
"palpagos-effigy-178-36610-271050","palpagos","effigies","effigy","Munchill Effigy","36610","271050","","246","350","","","icecrocodile","icecrocodile","","","177"
"palpagos-effigy-179--397470--433860","palpagos","effigies","effigy","Munchill Effigy","-397470","-433860","","-1289","-596","","","icecrocodile","icecrocodile","","","178"
"palpagos-effigy-180--16270-248250","palpagos","effigies","effigy","Munchill Effigy","-16270","248250","","197","234","","","icecrocodile","icecrocodile","","","179"
"palpagos-effigy-181--25370-286320","palpagos","effigies","effigy","Munchill Effigy","-25370","286320","","280","215","","","icecrocodile","icecrocodile","","","180"
"palpagos-effigy-182--59500-349900","palpagos","effigies","effigy","Munchill Effigy","-59500","349900","","418","140","","","icecrocodile","icecrocodile","","","181"
"palpagos-effigy-183--94670-365390","palpagos","effigies","effigy","Munchill Effigy","-94670","365390","","452","64","","","icecrocodile","icecrocodile","","","182"
"palpagos-effigy-184--94030-414520","palpagos","effigies","effigy","Munchill Effigy","-94030","414520","","559","65","","","icecrocodile","icecrocodile","","","183"
"palpagos-effigy-185--109050-496610","palpagos","effigies","effigy","Munchill Effigy","-109050","496610","","738","32","","","icecrocodile","icecrocodile","","","184"
"palpagos-effigy-186--12490-460970","palpagos","effigies","effigy","Munchill Effigy","-12490","460970","","660","243","","","icecrocodile","icecrocodile","","","185"
"palpagos-effigy-187-64620-438550","palpagos","effigies","effigy","Munchill Effigy","64620","438550","","611","411","","","icecrocodile","icecrocodile","","","186"
"palpagos-effigy-188-119140-408730","palpagos","effigies","effigy","Munchill Effigy","119140","408730","","546","529","","","icecrocodile","icecrocodile","","","187"
"palpagos-effigy-189-180560-385170","palpagos","effigies","effigy","Munchill Effigy","180560","385170","","495","663","","","icecrocodile","icecrocodile","","","188"
"palpagos-effigy-190-216740-302670","palpagos","effigies","effigy","Munchill Effigy","216740","302670","","315","742","","","icecrocodile","icecrocodile","","","189"
"palpagos-effigy-191-131880-317520","palpagos","effigies","effigy","Munchill Effigy","131880","317520","","348","557","","","icecrocodile","icecrocodile","","","190"
"palpagos-effigy-192-3610-388720","palpagos","effigies","effigy","Munchill Effigy","3610","388720","","503","278","","","icecrocodile","icecrocodile","","","191"
"palpagos-effigy-193--9390-291840","palpagos","effigies","effigy","Munchill Effigy","-9390","291840","","292","249","","","icecrocodile","icecrocodile","","","192"
"palpagos-effigy-194-87490-354630","palpagos","effigies","effigy","Munchill Effigy","87490","354630","","428","461","","","icecrocodile","icecrocodile","","","193"
"palpagos-effigy-195-26890-400750","palpagos","effigies","effigy","Munchill Effigy","26890","400750","","529","328","","","icecrocodile","icecrocodile","","","194"
"palpagos-effigy-196--60960-371580","palpagos","effigies","effigy","Munchill Effigy","-60960","371580","","465","137","","","icecrocodile","icecrocodile","","","195"
"palpagos-effigy-197--44770-438420","palpagos","effigies","effigy","Munchill Effigy","-44770","438420","","611","172","","","icecrocodile","icecrocodile","","","196"
"palpagos-effigy-198-111360-360140","palpagos","effigies","effigy","Munchill Effigy","111360","360140","","440","513","","","icecrocodile","icecrocodile","","","197"
"palpagos-effigy-199-136200-338080","palpagos","effigies","effigy","Munchill Effigy","136200","338080","","392","567","","","icecrocodile","icecrocodile","","","198"
"palpagos-effigy-200--61820-445360","palpagos","effigies","effigy","Munchill Effigy","-61820","445360","","626","135","","","icecrocodile","icecrocodile","","","199"
"palpagos-effigy-201--54300-413060","palpagos","effigies","effigy","Munchill Effigy","-54300","413060","","556","152","","","icecrocodile","icecrocodile","","","200"
"palpagos-effigy-202--465970-366330","palpagos","effigies","effigy","Munchill Effigy","-465970","366330","","454","-745","","","icecrocodile","icecrocodile","","","201"
"palpagos-effigy-203--20450--132160","palpagos","effigies","effigy","Relaxaurus Effigy","-20450","-132160","","-632","225","","","lazydragon","lazydragon","","","202"
"palpagos-effigy-204-159960-91220","palpagos","effigies","effigy","Relaxaurus Effigy","159960","91220","","-145","618","","","lazydragon","lazydragon","","","203"
"palpagos-effigy-205-40790-388870","palpagos","effigies","effigy","Relaxaurus Effigy","40790","388870","","503","359","","","lazydragon","lazydragon","","","204"
"palpagos-effigy-206--409850--97150","palpagos","effigies","effigy","Relaxaurus Effigy","-409850","-97150","","-556","-623","","","lazydragon","lazydragon","","","205"
"palpagos-effigy-207--65670-4620","palpagos","effigies","effigy","Herbil Effigy","-65670","4620","","-334","127","","","leafmomonga","leafmomonga","","","206"
"palpagos-effigy-208--63420--6190","palpagos","effigies","effigy","Herbil Effigy","-63420","-6190","","-358","132","","","leafmomonga","leafmomonga","","","207"
"palpagos-effigy-209--55100--11450","palpagos","effigies","effigy","Herbil Effigy","-55100","-11450","","-369","150","","","leafmomonga","leafmomonga","","","208"
"palpagos-effigy-210--65270--17190","palpagos","effigies","effigy","Herbil Effigy","-65270","-17190","","-382","128","","","leafmomonga","leafmomonga","","","209"
"palpagos-effigy-211--41340--19460","palpagos","effigies","effigy","Herbil Effigy","-41340","-19460","","-387","180","","","leafmomonga","leafmomonga","","","210"
"palpagos-effigy-212--38180--27950","palpagos","effigies","effigy","Herbil Effigy","-38180","-27950","","-405","187","","","leafmomonga","leafmomonga","","","211"
"palpagos-effigy-213--55500--47200","palpagos","effigies","effigy","Herbil Effigy","-55500","-47200","","-447","149","","","leafmomonga","leafmomonga","","","212"
"palpagos-effigy-214--76850--68220","palpagos","effigies","effigy","Herbil Effigy","-76850","-68220","","-493","102","","","leafmomonga","leafmomonga","","","213"
"palpagos-effigy-215--77440--96090","palpagos","effigies","effigy","Herbil Effigy","-77440","-96090","","-554","101","","","leafmomonga","leafmomonga","","","214"
"palpagos-effigy-216--63840--82160","palpagos","effigies","effigy","Herbil Effigy","-63840","-82160","","-523","131","","","leafmomonga","leafmomonga","","","215"
"palpagos-effigy-217--51440--87750","palpagos","effigies","effigy","Herbil Effigy","-51440","-87750","","-535","158","","","leafmomonga","leafmomonga","","","216"
"palpagos-effigy-218--49480--109990","palpagos","effigies","effigy","Herbil Effigy","-49480","-109990","","-584","162","","","leafmomonga","leafmomonga","","","217"
"palpagos-effigy-219--75960--132870","palpagos","effigies","effigy","Herbil Effigy","-75960","-132870","","-634","104","","","leafmomonga","leafmomonga","","","218"
"palpagos-effigy-220--120630--135290","palpagos","effigies","effigy","Herbil Effigy","-120630","-135290","","-639","7","","","leafmomonga","leafmomonga","","","219"
"palpagos-effigy-221--84330--160450","palpagos","effigies","effigy","Herbil Effigy","-84330","-160450","","-694","86","","","leafmomonga","leafmomonga","","","220"
"palpagos-effigy-222--39340--166540","palpagos","effigies","effigy","Herbil Effigy","-39340","-166540","","-707","184","","","leafmomonga","leafmomonga","","","221"
"palpagos-effigy-223--3910--164200","palpagos","effigies","effigy","Herbil Effigy","-3910","-164200","","-702","261","","","leafmomonga","leafmomonga","","","222"
"palpagos-effigy-224-32920--86950","palpagos","effigies","effigy","Herbil Effigy","32920","-86950","","-534","342","","","leafmomonga","leafmomonga","","","223"
"palpagos-effigy-225-5750--124110","palpagos","effigies","effigy","Herbil Effigy","5750","-124110","","-615","282","","","leafmomonga","leafmomonga","","","224"
"palpagos-effigy-226--36650--69910","palpagos","effigies","effigy","Herbil Effigy","-36650","-69910","","-497","190","","","leafmomonga","leafmomonga","","","225"
"palpagos-effigy-227--29760--109580","palpagos","effigies","effigy","Herbil Effigy","-29760","-109580","","-583","205","","","leafmomonga","leafmomonga","","","226"
"palpagos-effigy-228--40640--79040","palpagos","effigies","effigy","Herbil Effigy","-40640","-79040","","-516","181","","","leafmomonga","leafmomonga","","","227"
"palpagos-effigy-229--36600--130330","palpagos","effigies","effigy","Herbil Effigy","-36600","-130330","","-628","190","","","leafmomonga","leafmomonga","","","228"
"palpagos-effigy-230-29500--109230","palpagos","effigies","effigy","Herbil Effigy","29500","-109230","","-582","334","","","leafmomonga","leafmomonga","","","229"
"palpagos-effigy-231--16760--114480","palpagos","effigies","effigy","Herbil Effigy","-16760","-114480","","-594","233","","","leafmomonga","leafmomonga","","","230"
"palpagos-effigy-232--41470--157590","palpagos","effigies","effigy","Herbil Effigy","-41470","-157590","","-688","180","","","leafmomonga","leafmomonga","","","231"
"palpagos-effigy-233--39940--149880","palpagos","effigies","effigy","Herbil Effigy","-39940","-149880","","-671","183","","","leafmomonga","leafmomonga","","","232"
"palpagos-effigy-234--38440--63780","palpagos","effigies","effigy","Herbil Effigy","-38440","-63780","","-483","186","","","leafmomonga","leafmomonga","","","233"
"palpagos-effigy-235--18670--50530","palpagos","effigies","effigy","Herbil Effigy","-18670","-50530","","-454","229","","","leafmomonga","leafmomonga","","","234"
"palpagos-effigy-236--39670--47310","palpagos","effigies","effigy","Herbil Effigy","-39670","-47310","","-447","183","","","leafmomonga","leafmomonga","","","235"
"palpagos-effigy-237--903490--413810","palpagos","effigies","effigy","Tanzee Effigy","-903490","-413810","","-1246","-1698","","","monkey","monkey","","","236"
"palpagos-effigy-238--872080--374080","palpagos","effigies","effigy","Tanzee Effigy","-872080","-374080","","-1159","-1630","","","monkey","monkey","","","237"
"palpagos-effigy-239--769950--305290","palpagos","effigies","effigy","Tanzee Effigy","-769950","-305290","","-1009","-1408","","","monkey","monkey","","","238"
"palpagos-effigy-240--740560--246540","palpagos","effigies","effigy","Tanzee Effigy","-740560","-246540","","-881","-1344","","","monkey","monkey","","","239"
"palpagos-effigy-241--651870--222000","palpagos","effigies","effigy","Tanzee Effigy","-651870","-222000","","-828","-1150","","","monkey","monkey","","","240"
"palpagos-effigy-242--580480--292190","palpagos","effigies","effigy","Tanzee Effigy","-580480","-292190","","-981","-995","","","monkey","monkey","","","241"
"palpagos-effigy-243--559820--362810","palpagos","effigies","effigy","Tanzee Effigy","-559820","-362810","","-1135","-950","","","monkey","monkey","","","242"
"palpagos-effigy-244--619190--353480","palpagos","effigies","effigy","Tanzee Effigy","-619190","-353480","","-1114","-1079","","","monkey","monkey","","","243"
"palpagos-effigy-245--697430--360000","palpagos","effigies","effigy","Tanzee Effigy","-697430","-360000","","-1129","-1250","","","monkey","monkey","","","244"
